bootstrap_unit,ci95_high,ci95_low,comparison,density,half_width,metric,n_bootstrap,n_pairs,paired_mean_difference
shared evaluation seed,0.027792288557213926,0.006787157960199006,CRMF - ALF,0.012345679012345678,18.0,radius_max_saturation_fraction,2000,50,0.016791044776119403
shared evaluation seed,-2.205223725124378,-2.412749378109453,CRMF - ALF,0.012345679012345678,18.0,mean_degree_error,2000,50,-2.3067537313432833
shared evaluation seed,-17.830502643034826,-19.074075870646766,CRMF - ALF,0.012345679012345678,18.0,mean_degree_error_sq,2000,50,-18.439514925373135
shared evaluation seed,-1.25e-05,-9.375e-05,CRMF - ALF,0.012345679012345678,18.0,radius_oscillation_frequency,2000,50,-5e-05
shared evaluation seed,0.0625,-0.02625,CRDF - ALF,0.007561436672967864,23.0,final_fragmentation,2000,50,0.0175
shared evaluation seed,0.05590282960199005,-0.011506063432835823,CRDF - ALF,0.007561436672967864,23.0,mean_fragmentation,2000,50,0.022300995024875623
shared evaluation seed,-0.165,-0.26625,CRDF - ALF,0.007561436672967864,23.0,final_largest_scc_fraction,2000,50,-0.21375
shared evaluation seed,-0.14444029850746273,-0.2261766169154229,CRDF - ALF,0.007561436672967864,23.0,mean_largest_scc_fraction,2000,50,-0.1854228855721393
shared evaluation seed,-0.2746949626865672,-0.3911327736318408,CRDF - ALF,0.007561436672967864,23.0,mean_degree,2000,50,-0.33180348258706466
shared evaluation seed,-0.6531266802892477,-0.7452438798966504,CRDF - ALF,0.007561436672967864,23.0,mean_radius,2000,50,-0.6980530263672057
shared evaluation seed,-30.315519576587153,-34.221492747238436,CRDF - ALF,0.007561436672967864,23.0,mean_interaction_area,2000,50,-32.29417446714098
shared evaluation seed,0.00129375,0.0008500000000000001,CRDF - ALF,0.007561436672967864,23.0,neighbor_loss_rate,2000,50,0.00106875
shared evaluation seed,0.011702702323073974,-0.06549105407781193,CRDF - ALF,0.007561436672967864,23.0,polar_order,2000,50,-0.026746522308393795
shared evaluation seed,0.008862712030001448,0.00227895870775811,CRDF - ALF,0.007561436672967864,23.0,velocity_dispersion,2000,50,0.005428801131287805
shared evaluation seed,0.019834292136246157,-0.005343554731882868,CRDF - ALF,0.007561436672967864,23.0,control_energy,2000,50,0.007210933054959517
