candidate_cap,contact_break_rate,controller_wall_s_per_agent_step,degree_variance,density,edge_persistence,episode_failure,final_edge_count,final_fragmentation,final_largest_scc_fraction,final_mean_in_degree,final_mean_out_degree,final_min_in_degree,final_min_out_degree,final_n_scc,final_normalized_comm_cost,final_rooted_fraction,final_sym_lambda2,geometry,half_width,mean_degree,mean_edge_count,mean_fragmentation,mean_interaction_area,mean_largest_scc_fraction,mean_min_in_degree,mean_min_out_degree,mean_n_scc,mean_normalized_comm_cost,mean_radius_footprint,mean_radius_sq,mean_rooted_fraction,mean_sym_lambda2,method,n_agents,neighbor_loss_rate,radius_max_saturation_fraction,radius_temporal_variation,seed,stage,steps
8.0,0.0028125,0.000235374906250172,2.7476884080839583,0.0204,0.999393043154762,0,165.0,0.0,1.0,5.15625,5.15625,1.0,2.0,1.0,0.1663306451612903,1.0,0.28373221795882436,uniform,19.802950859533485,4.57773631840796,146.48756218905473,0.06421019900497513,163.44887742008143,0.9357898009950248,1.0,2.0,1.2935323383084578,0.1476689134970309,1664.8765941905433,52.02739356845448,0.7064676616915423,0.21962350687851648,alf,32,0.0028125,0.4651741293532338,0.0026576050519436607,28014,tuning,200
8.0,0.0021875,0.00026387764062519637,3.254027567967068,0.0204,0.9994255952380953,0,148.0,0.0,1.0,4.625,4.625,1.0,1.0,1.0,0.14919354838709678,1.0,0.5462374370715811,uniform,19.802950859533485,4.423041044776119,141.53731343283582,0.009328358208955223,163.38444977974098,0.9589552238805971,1.0,1.0,1.2189054726368158,0.14267874337987455,1664.2203396348996,52.00688561359061,0.9185323383084577,0.4494752101872225,alf,32,0.00203125,0.4382773631840796,0.003060207708101127,28012,tuning,200
8.0,0.00328125,0.00025772249999988616,1.808340889419507,0.0204,0.9991403563613629,0,110.0,0.0,1.0,3.4375,3.4375,1.0,1.0,1.0,0.11088709677419355,1.0,0.2655206974159841,uniform,19.802950859533485,3.437966417910448,110.01492537313433,0.0003109452736318408,197.83953033376835,0.9996890547263682,0.9900497512437811,0.9900497512437811,1.0099502487562189,0.11090214251324006,2015.176908262285,62.974278383196406,0.9900497512437811,0.2722833730535261,alf,32,0.00296875,0.90625,0.00016746824515130154,28015,tuning,200
8.0,0.0009375,0.00026191907812489034,1.5944434389000273,0.0204,0.9997552083333333,0,117.0,0.0,1.0,3.65625,3.65625,1.0,1.0,1.0,0.11794354838709678,1.0,0.4111978506321329,uniform,19.802950859533485,3.6274875621890548,116.07960199004975,0.0,197.99582847563877,1.0,1.0,1.0,1.0,0.11701572781254975,2016.7689480622694,63.02402962694592,1.0,0.3897610684905105,alf,32,0.0009375,0.9376554726368159,0.00016746824515130167,28016,tuning,200
8.0,0.00109375,0.00022235165624977072,2.1708961170128833,0.0204,0.9997234999032436,0,124.0,0.0,0.84375,3.875,3.875,1.0,1.0,2.0,0.125,0.84375,0.3560985318580035,uniform,19.802950859533485,3.8484141791044775,123.14925373134328,0.0046641791044776115,178.9080857658162,0.837997512437811,0.9800995024875622,0.9900497512437811,2.08955223880597,0.124142392874338,1822.3427973592582,56.94821241747682,0.7807835820895522,0.34550009706214985,alf,32,0.00109375,0.71875,0.0003661165232585173,28018,tuning,200
6.0,0.0009375,0.00021979368749981633,1.7577906487463182,0.0204,0.9997217806041335,0,110.0,0.0,1.0,3.4375,3.4375,1.0,1.0,1.0,0.11088709677419355,1.0,0.12059905361227402,uniform,19.802950859533485,3.144278606965174,100.61691542288557,0.11629353233830846,113.09733552923255,0.8837064676616916,0.6268656716417911,0.6268656716417911,1.9203980099502487,0.10142834216016676,1152.0,36.0,0.6268656716417911,0.09506977663586251,crmf,32,0.0009375,1.0,0.0,28000,tuning,200
8.0,0.00203125,0.00025277573437506364,3.8224687159661888,0.0204,0.9996059147659901,0,136.0,0.0,0.65625,4.25,4.25,0.0,1.0,3.0,0.13709677419354838,0.0,0.3422561822346168,uniform,19.802950859533485,4.024564676616915,128.7860696517413,0.018034825870646767,162.2677900251909,0.6722636815920398,0.1044776119402985,0.8805970149253731,3.1044776119402986,0.12982466698764233,1652.8461367748403,51.65144177421376,0.06436567164179105,0.3082469610885589,alf,32,0.00203125,0.38526119402985076,0.001940941380478185,28017,tuning,200
8.0,0.00453125,0.000244895265625189,4.950887663671692,0.0204,0.9988616854473371,0,178.0,0.0,1.0,5.5625,5.5625,1.0,1.0,1.0,0.17943548387096775,1.0,0.5151507461386017,uniform,19.802950859533485,5.189054726368159,166.0497512437811,0.00792910447761194,161.46236817698724,0.9732587064676617,0.9900497512437811,0.9900497512437811,1.1243781094527363,0.16738886214090817,1644.6421771962277,51.39506803738212,0.9096703980099502,0.3455330620355941,alf,32,0.004375,0.4351679104477612,0.0021818705559291207,28019,tuning,200
6.0,0.0009375,0.00021944956249996038,1.6968259410348754,0.0204,0.9994984690106642,0,99.0,0.0,1.0,3.09375,3.09375,1.0,1.0,1.0,0.09979838709677419,1.0,0.2319565634384262,uniform,19.802950859533485,3.043221393034826,97.38308457711443,0.028296019900497512,113.0577161399571,0.9717039800995025,0.6417910447761194,0.6417910447761194,1.5671641791044777,0.09816843203338167,1151.59644021469,35.98738875670906,0.6417910447761194,0.20837578328127826,crmf,32,0.0009375,0.9375,0.00010723304695797686,28001,tuning,200
6.0,0.00046875,0.0002511243593750123,3.833942751262345,0.0204,0.9998825003916654,1,139.0,0.0625,0.9375,4.34375,4.34375,1.0,1.0,2.0,0.14012096774193547,0.0,0.3375242282449189,uniform,19.802950859533485,3.974813432835821,127.19402985074628,0.13961442786069653,110.59750995927006,0.8592972636815921,0.9502487562189055,0.9502487562189055,2.6417910447761193,0.12821978815599447,1126.5369858350691,35.20428080734591,0.0,0.23556232825041168,crmf,32,0.00046875,0.6018345771144279,0.0018194065241505459,28002,tuning,200
