bootstrap_unit,ci95_high,ci95_low,density,effect,geometry,holm_adjusted_pvalue,holm_family,median_difference,metric,n_agents,n_pairs,paired_mean_difference,positive_fraction,scope,sign_consistency,sign_flip_pvalue
shared held-out evaluation seed,-0.0008246093750000023,-0.002965703125000001,0.08,requested_base_did,uniform,nan,none_cellwise,-0.001171875000000001,contact_break_rate,32,50,-0.001846875,0.32,cell,0.68,0.0013997200559888023
shared held-out evaluation seed,0.032709110696517406,0.010298118781094528,0.08,aperture_main_effect,uniform,nan,none_cellwise,0.006141169154228854,mean_largest_scc_fraction,32,50,0.020377798507462686,0.62,cell,0.94,0.0001999600079984003
shared held-out evaluation seed,-0.010111629353233835,-0.032262787624378106,0.08,base_main_effect,uniform,nan,none_cellwise,-0.006141169154228854,mean_largest_scc_fraction,32,50,-0.020377798507462686,0.06,cell,0.94,0.0001999600079984003
shared held-out evaluation seed,0.08013378420398007,0.03215687189054726,0.08,aperture_base_interaction,uniform,nan,none_cellwise,0.014303482587064709,mean_largest_scc_fraction,32,50,0.05549440298507463,0.68,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.08143742226368159,0.0325898631840796,0.08,requested_measurement_did,uniform,nan,none_cellwise,0.014303482587064709,mean_largest_scc_fraction,32,50,0.05549440298507463,0.68,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.07992747201492534,0.03304703047263681,0.08,requested_base_did,uniform,nan,none_cellwise,0.014303482587064709,mean_largest_scc_fraction,32,50,0.05549440298507463,0.68,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.0003975802258399824,-0.0007862018299483897,0.12,aperture_main_effect,clustered,nan,none_cellwise,-0.000559260363540969,mean_abs_radius_update,32,50,-0.0005958806406756602,0.2,cell,0.8,0.0001999600079984003
shared held-out evaluation seed,0.0033541060381654126,0.002883298518212242,0.12,base_main_effect,clustered,nan,none_cellwise,0.003150452972112819,mean_abs_radius_update,32,50,0.0031202862046533536,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.003248313093804583,-0.004511284592146634,0.12,aperture_base_interaction,clustered,nan,none_cellwise,-0.004261686378684166,mean_abs_radius_update,32,50,-0.003891438815735475,0.1,cell,0.9,0.0001999600079984003
shared held-out evaluation seed,-0.0032136734467326142,-0.004539327993188756,0.12,requested_measurement_did,clustered,nan,none_cellwise,-0.004261686378684167,mean_abs_radius_update,32,50,-0.003891438815735475,0.1,cell,0.9,0.0001999600079984003
shared held-out evaluation seed,-0.003216333966675843,-0.004563172200964363,0.12,requested_base_did,clustered,nan,none_cellwise,-0.004261686378684167,mean_abs_radius_update,32,50,-0.003891438815735475,0.1,cell,0.9,0.0001999600079984003
shared held-out evaluation seed,-0.0079796875,-0.0087281640625,0.12,aperture_main_effect,clustered,nan,none_cellwise,-0.008515624999999999,contact_break_rate,32,50,-0.008356249999999999,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.022245507812499996,0.0207702734375,0.12,base_main_effect,clustered,nan,none_cellwise,0.021171875,contact_break_rate,32,50,0.021496875,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.007406171875,-0.0101565625,0.12,aperture_base_interaction,clustered,nan,none_cellwise,-0.007812499999999999,contact_break_rate,32,50,-0.00875625,0.02,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,-0.0073841406250000005,-0.010219218749999998,0.12,requested_measurement_did,clustered,nan,none_cellwise,-0.007812499999999999,contact_break_rate,32,50,-0.00875625,0.02,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,-0.007343671874999999,-0.01015,0.12,requested_base_did,clustered,nan,none_cellwise,-0.007812499999999998,contact_break_rate,32,50,-0.008756249999999998,0.02,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,0.12661112406716415,0.0767470848880597,0.12,aperture_main_effect,clustered,nan,none_cellwise,0.08282804726368159,mean_largest_scc_fraction,32,50,0.10174129353233831,0.96,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.11190146921641793,-0.18176107742537312,0.12,base_main_effect,clustered,nan,none_cellwise,-0.10517723880597013,mean_largest_scc_fraction,32,50,-0.14503420398009947,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.16227402052238807,0.0495088619402985,0.12,aperture_base_interaction,clustered,nan,none_cellwise,0.05736940298507465,mean_largest_scc_fraction,32,50,0.10575248756218905,0.76,cell,0.8,0.0003999200159968006
shared held-out evaluation seed,0.16262772077114424,0.05039692164179103,0.12,requested_measurement_did,clustered,nan,none_cellwise,0.05736940298507465,mean_largest_scc_fraction,32,50,0.10575248756218905,0.76,cell,0.8,0.0003999200159968006
shared held-out evaluation seed,0.16669076492537307,0.04927472014925373,0.12,requested_base_did,clustered,nan,none_cellwise,0.05736940298507465,mean_largest_scc_fraction,32,50,0.10575248756218905,0.76,cell,0.8,0.0005998800239952009
shared held-out evaluation seed,-0.000748758629589929,-0.0012105987741928238,0.12,aperture_main_effect,elongated,nan,none_cellwise,-0.0008118163096459186,mean_abs_radius_update,32,50,-0.000965723516769125,0.06,cell,0.94,0.0001999600079984003
shared held-out evaluation seed,0.0037498619280608393,0.003263781660791084,0.12,base_main_effect,elongated,nan,none_cellwise,0.003372820299853009,mean_abs_radius_update,32,50,0.0034953907244142227,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.0062269522862234946,-0.0074614273971707985,0.12,aperture_base_interaction,elongated,nan,none_cellwise,-0.006818762334422419,mean_abs_radius_update,32,50,-0.006827205239047893,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.006173210518583805,-0.007473252868433055,0.12,requested_measurement_did,elongated,nan,none_cellwise,-0.006818762334422419,mean_abs_radius_update,32,50,-0.006827205239047893,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.006220998705658963,-0.0074809396727677935,0.12,requested_base_did,elongated,nan,none_cellwise,-0.006818762334422419,mean_abs_radius_update,32,50,-0.006827205239047893,0.0,cell,1.0,0.0001999600079984003
